edge_id,osm_way_id,start_node_id,end_node_id,name,highway,length_m,lanes,oneway,node_count,start_lat,start_lon,end_lat,end_lon
edge-1289116084-2212827729-9593473428,1289116084,node-2212827729,node-9593473428,EVR Periyar Salai,primary,23.43,,yes,2,13.077184,80.2406155,13.0771334,80.2404055
edge-1289116085-2212827729-30037247,1289116085,node-2212827729,node-30037247,Unnamed Road,primary,16.64,,yes,2,13.077184,80.2406155,13.0773336,80.2406122
edge-1289116873-12124272231-309338769,1289116873,node-12124272231,node-309338769,Kilpauk Garden Road,secondary,100.59,,yes,5,13.0834096,80.2383057,13.0835237,80.2373846
edge-1289116875-12717786868-5455846922,1289116875,node-12717786868,node-5455846922,Unnamed Road,secondary,309.43,,yes,14,13.0835258,80.2387923,13.0829009,80.2413964
edge-1289269143-11949829613-11955267029,1289269143,node-11949829613,node-11955267029,Chennai Bypass,trunk,617.75,3,yes,5,13.1465007,80.2024681,13.1437345,80.1976237
edge-1289269144-11955267029-308870208,1289269144,node-11955267029,node-308870208,Chennai Bypass,trunk,120.35,3,yes,2,13.1437345,80.1976237,13.142974,80.1968328
edge-1289269145-11955267030-11949829611,1289269145,node-11955267030,node-11949829611,Chennai Bypass,trunk,578.71,3,yes,5,13.1440704,80.1977535,13.1465943,80.2023367
edge-1289269146-11955267031-11955267030,1289269146,node-11955267031,node-11955267030,Chennai Bypass,trunk,77.22,3,yes,2,13.1435763,80.1972524,13.1440704,80.1977535
edge-1290162105-11959664542-262454145,1290162105,node-11959664542,node-262454145,Jawaharlal Nehru Road (100 Feet Road),primary,91.79,,yes,2,13.0693429,80.205652,13.0697923,80.2049411
edge-1290162106-833105014-12159347769,1290162106,node-833105014,node-12159347769,EVR Periyar Salai Flyover,primary,84.91,2,yes,2,13.0756657,80.1975036,13.0754589,80.196749
edge-1290162107-30038725-338720677,1290162107,node-30038725,node-338720677,Jawaharlal Nehru Road (100 Feet Road),primary,58.65,2,yes,2,13.0754064,80.1990697,13.0759334,80.1990474
edge-1290165694-277435126-7027588125,1290165694,node-277435126,node-7027588125,Rathnammal Street,secondary,9.02,,no,2,13.0481766,80.2192443,13.0481887,80.219162
edge-1290165695-255719152-247681982,1290165695,node-255719152,node-247681982,Dr MGR Salai,primary,34.1,,yes,2,13.0537521,80.2344307,13.0538133,80.2341222
edge-1291718503-7822169832-7822169844,1291718503,node-7822169832,node-7822169844,Kaliamman Koil Street,secondary,95.41,,yes,5,13.0606517,80.1959146,13.0598833,80.1955253
edge-1292070437-254491191-344492738,1292070437,node-254491191,node-344492738,Perambur Barracks Salai,secondary,97.89,2,no,4,13.0934773,80.2588649,13.0943566,80.2589084
edge-1292375972-365988846-30268463,1292375972,node-365988846,node-30268463,Sardar Patel Road,primary,10.09,,yes,2,13.0113903,80.2232821,13.0114299,80.2231983
edge-1293058182-8429442664-8429442663,1293058182,node-8429442664,node-8429442663,Thiruvottriyur High Road,secondary,71.9,,yes,2,13.1351927,80.2933157,13.1345792,80.293106
edge-1293354479-247714665-11925287669,1293354479,node-247714665,node-11925287669,Five Furlong Road,secondary,8.43,2,yes,2,13.0037866,80.2120421,13.003711,80.2120362
edge-1293563475-11041723930-11991319537,1293563475,node-11041723930,node-11991319537,Unnamed Road,primary_link,20.13,,yes,2,12.9736507,80.2504409,12.9736978,80.2502615
edge-1293569115-11991399003-11991399004,1293569115,node-11991399003,node-11991399004,Unnamed Road,primary_link,23.34,,no,2,13.0563277,80.2113783,13.0563198,80.2115936
edge-1293574910-12809003400-364649093,1293574910,node-12809003400,node-364649093,Mount - Poonamallee - Avadi Road,primary,306.74,3,yes,6,13.0165909,80.1895413,13.0179409,80.1870733
edge-1293622004-11991750452-11991750455,1293622004,node-11991750452,node-11991750455,Vanagaram - Ambathur - Puzhal Road,primary,13.64,2,yes,2,13.0614409,80.1514277,13.0615514,80.1514824
edge-1293622006-1878169820-11991750451,1293622006,node-1878169820,node-11991750451,Vanagaram - Ambathur - Puzhal Road,primary,10.31,2,no,2,13.0618149,80.1516452,13.0617298,80.1516073
edge-1293622007-11991750451-11484539820,1293622007,node-11991750451,node-11484539820,Vanagaram - Ambathur - Puzhal Road,primary,14.88,2,yes,3,13.0617298,80.1516073,13.061602,80.1515762
edge-1294655394-2086712172-2086711946,1294655394,node-2086712172,node-2086711946,Mount - Medavakkam Road,primary,123.91,2,yes,5,12.9560672,80.1868375,12.9571766,80.1869442
edge-1294900820-10024263548-11047548600,1294900820,node-10024263548,node-11047548600,Grand Northern Trunk Road,trunk,1383.85,2,yes,25,13.1560947,80.2050204,13.1677411,80.2009047
edge-1295348804-12003228032-5225935888,1295348804,node-12003228032,node-5225935888,Unnamed Road,primary_link,30.51,,yes,4,12.987381,80.2557094,12.9876088,80.2556474
edge-1296314151-249076751-264480977,1296314151,node-249076751,node-264480977,Uttamar Gandhi Salai (Nungambakkam High Road),primary,188.74,,yes,7,13.0560292,80.2490552,13.0545223,80.2498506
edge-1296314152-12011988225-249076751,1296314152,node-12011988225,node-249076751,Unnamed Road,primary,12.04,,yes,2,13.0560847,80.2489598,13.0560292,80.2490552
edge-1296314153-9819018841-243049428,1296314153,node-9819018841,node-243049428,Uttamar Gandhi Salai (Nungambakkam High Road),primary,110.77,,yes,6,13.0612456,80.2470513,13.0603928,80.2475786
edge-1296314154-309213773-2197496792,1296314154,node-309213773,node-2197496792,Unnamed Road,primary,9.33,,yes,2,13.0537205,80.2501813,13.0537989,80.2501505
edge-1296343868-268790432-2198054394,1296343868,node-268790432,node-2198054394,Gandhi Mandapam Flyover,primary,13.09,2,yes,2,13.0073267,80.2380038,13.0072634,80.2381057
edge-1296343869-2198054394-12012274237,1296343869,node-2198054394,node-12012274237,Gandhi Mandapam Flyover,primary,12.82,2,yes,2,13.0072634,80.2381057,13.0072353,80.2379909
edge-1298028180-289177114-282904616,1298028180,node-289177114,node-282904616,East Kalmandapam Road,secondary,68.91,,yes,5,13.1146421,80.2924966,13.1142183,80.2929526
edge-1298029299-254142644-247435509,1298029299,node-254142644,node-247435509,West Madha Church Street,secondary,298.62,,yes,10,13.1086868,80.2941087,13.1061462,80.2932331
edge-1298029300-12025222835-254142644,1298029300,node-12025222835,node-254142644,West Madha Church Street,secondary,298.88,,yes,11,13.1061785,80.2931469,13.1086868,80.2941087
edge-1298029301-311309463-12025222844,1298029301,node-311309463,node-12025222844,Unnamed Road,primary_link,47.39,1,yes,4,13.106138,80.2929773,13.1060267,80.2933517
edge-1298029302-12025222845-12025222846,1298029302,node-12025222845,node-12025222846,Unnamed Road,secondary_link,7.97,,no,2,13.1079559,80.2937895,13.107929,80.2938577
edge-1298029304-12025222848-12025222849,1298029304,node-12025222848,node-12025222849,Unnamed Road,secondary_link,7.74,,no,2,13.1084925,80.2939899,13.1084695,80.2940574
edge-1298945366-251297472-251297471,1298945366,node-251297472,node-251297471,Ponniamman Koil Street,secondary,17.4,,no,4,12.9648117,80.1961371,12.964658,80.1961207
edge-1298969108-10901563825-10901563813,1298969108,node-10901563825,node-10901563813,E Seeyalam Street Flyover,secondary,25.39,2,no,2,13.1082251,80.2147936,13.1082847,80.2145673
edge-1298969109-10578751650-10901563825,1298969109,node-10578751650,node-10901563825,Unnamed Road,secondary,28.47,2,no,2,13.1082132,80.2150562,13.1082251,80.2147936
edge-1299180434-264481139-5458112120,1299180434,node-264481139,node-5458112120,Haddows Road,primary,177.58,,yes,6,13.0627957,80.2476733,13.0613798,80.2472007
edge-1299490967-12037467233-12037467233,1299490967,node-12037467233,node-12037467233,Anna Nagar 3rd Avenue,secondary,54.04,2,yes,21,13.0923479,80.2182972,13.0923479,80.2182972
edge-1300448237-342790322-342790262,1300448237,node-342790322,node-342790262,Arcot Road,primary,339.63,,yes,11,13.0382369,80.1650006,13.0378187,80.1619081
edge-1300455468-11925469155-10607444958,1300455468,node-11925469155,node-10607444958,Kamarajar Salai,primary,224.17,,yes,6,13.0393304,80.2789643,13.0374019,80.2783632
edge-1300577960-10564814005-247973396,1300577960,node-10564814005,node-247973396,Kutchery Road,secondary,206.49,,no,4,13.0346921,80.2718673,13.0342553,80.2737173
edge-1300653477-342746843-342746911,1300653477,node-342746843,node-342746911,Arcot Road,primary,351.87,,yes,11,13.0466026,80.1926051,13.0464375,80.1893647
edge-1300782387-11484539859-11484539860,1300782387,node-11484539859,node-11484539860,Vanagaram - Ambathur - Puzhal Road,primary,14.05,2,yes,2,13.0615238,80.1515345,13.0614086,80.1514813
edge-1300895093-12049174141-12049174138,1300895093,node-12049174141,node-12049174138,Unnamed Road,secondary,21.31,,yes,4,13.0711248,80.2539667,13.0712306,80.2541266
edge-1300895094-12049174138-12049174144,1300895094,node-12049174138,node-12049174144,Unnamed Road,secondary_link,27.3,,yes,4,13.0712306,80.2541266,13.0709903,80.2541115
edge-1300895095-12049174138-248467716,1300895095,node-12049174138,node-248467716,Halls Road,secondary,20.3,,yes,4,13.0712306,80.2541266,13.0710827,80.2540178
edge-1301483536-347531379-7733494764,1301483536,node-347531379,node-7733494764,Tirumullaivoyal Road,secondary,1170.99,,no,31,13.1480447,80.1362184,13.1544492,80.1334298
edge-1301526051-4001265349-384508838,1301526051,node-4001265349,node-384508838,Balfour Road,secondary,76.73,,no,2,13.0830962,80.2440382,13.082465,80.243752
edge-1302262326-5445207905-5306843095,1302262326,node-5445207905,node-5306843095,Jawaharlal Nehru Road (100 Feet Road),primary,297.71,,yes,5,13.0875067,80.1984671,13.090183,80.1985064
edge-1303001946-978588902-1949065381,1303001946,node-978588902,node-1949065381,Pallavaram - Thoraipakkam Road,primary,109.24,,yes,4,12.9496731,80.2379331,12.9494932,80.2389229
edge-1303006610-12067549678-5189436423,1303006610,node-12067549678,node-5189436423,Poonamallee - Kundrathur - Pallavaram Road,primary,1035.47,,no,39,12.9825069,80.1292521,12.9852216,80.1211104
edge-1303006611-256202975-2191940177,1303006611,node-256202975,node-2191940177,Poonamallee - Kundrathur - Pallavaram Road,primary,282.14,,no,5,12.9795096,80.1290373,12.9820172,80.129289
edge-1303006613-1888223398-2191940177,1303006613,node-1888223398,node-2191940177,Poonamallee - Kundrathur - Pallavaram Road,primary,52.93,,yes,6,12.9824836,80.1293056,12.9820172,80.129289
edge-1303006614-2191940177-1888223398,1303006614,node-2191940177,node-1888223398,Poonamallee - Kundrathur - Pallavaram Road,primary,52.1,,yes,6,12.9820172,80.129289,12.9824836,80.1293056
edge-1303006615-1888223398-12067549678,1303006615,node-1888223398,node-12067549678,Poonamallee - Kundrathur - Pallavaram Road,primary,6.35,,no,2,12.9824836,80.1293056,12.9825069,80.1292521
edge-1303180229-247681993-277435460,1303180229,node-247681993,node-277435460,Nagerkoyil Sudalaimuthu Krishnan (NSK) Salai,primary,121.9,,yes,5,13.0519547,80.2189987,13.0522605,80.2200793
edge-1303682143-964604092-8049513010,1303682143,node-964604092,node-8049513010,Pallavaram - Thoraipakkam Road,primary,291.74,2,yes,5,12.951306,80.1743983,12.9507134,80.1770203
edge-1306082445-247438022-11431663719,1306082445,node-247438022,node-11431663719,Unnamed Road,secondary,20.49,,no,3,13.0923212,80.2752963,13.0923317,80.2751074
edge-1307169389-12105562231-6816373604,1307169389,node-12105562231,node-6816373604,Unnamed Road,primary_link,15.45,,no,2,12.9500069,80.2354405,12.9498718,80.235407
edge-1307169390-6816373604-12105562232,1307169390,node-6816373604,node-12105562232,Unnamed Road,primary_link,11.85,,no,2,12.9498718,80.235407,12.9497674,80.2353851
edge-1307491535-276746333-12108250287,1307491535,node-276746333,node-12108250287,Vanagaram - Ambathur - Puzhal Road,primary,1858.34,2,yes,48,13.158264,80.2026839,13.1503697,80.1909641
edge-1307491536-12108250287-10228235210,1307491536,node-12108250287,node-10228235210,Unnamed Road,primary,448.75,2,yes,11,13.1503697,80.1909641,13.1529142,80.1941599
edge-1307491537-12108250286-12108250287,1307491537,node-12108250286,node-12108250287,Unnamed Road,primary,34.08,2,no,2,13.1502019,80.1907007,13.1503697,80.1909641
edge-1307945722-3208163484-3886149732,1307945722,node-3208163484,node-3886149732,Vanagaram - Ambathur - Puzhal Road,primary,196.07,2,yes,9,13.13699,80.1771182,13.1356312,80.1759653
edge-1307945723-12112457471-10228235170,1307945723,node-12112457471,node-10228235170,Unnamed Road,primary,172.88,2,yes,5,13.1356688,80.1758648,13.1368501,80.1769012
edge-1308546190-5461664857-12117947877,1308546190,node-5461664857,node-12117947877,Unnamed Road,secondary_link,10.17,,no,2,13.1500161,80.2043399,13.1500192,80.204246
edge-1308794742-9682211479-384600365,1308794742,node-9682211479,node-384600365,Musiri Subramanium Road,secondary,17.96,,yes,2,13.0389122,80.2572202,13.0388619,80.2573777
edge-1308794743-247688167-384600365,1308794743,node-247688167,node-384600365,Unnamed Road,secondary,12.46,,yes,2,13.0389562,80.2574399,13.0388619,80.2573777
edge-1308816938-10227936149-12478019975,1308816938,node-10227936149,node-12478019975,Greams Road,secondary,445.7,,yes,14,13.0630738,80.2543434,13.0667061,80.2541352
edge-1308955101-3672851071-2800814662,1308955101,node-3672851071,node-2800814662,Nelson Manickam Road,secondary,11.56,2,yes,2,13.0665673,80.2312946,13.0665452,80.2313989
edge-1308977400-290650289-2272263335,1308977400,node-290650289,node-2272263335,9th Street,secondary,9.09,,yes,2,13.1110647,80.226639,13.1110049,80.2265818
edge-1308977402-2272263335-9679839181,1308977402,node-2272263335,node-9679839181,9th Street,secondary,10.15,,yes,2,13.1110049,80.2265818,13.1110937,80.2265599
edge-1308993345-309178263-11939180171,1308993345,node-309178263,node-11939180171,Anna Salai (Mount Road),primary,13.54,,yes,2,13.065758,80.2674642,13.0658332,80.2675625
edge-1308994910-12121878790-12121878791,1308994910,node-12121878790,node-12121878791,Unnamed Road,secondary_link,8.87,,no,2,13.0924749,80.2745308,13.0925378,80.2745812
edge-1309008528-294094164-3926108702,1309008528,node-294094164,node-3926108702,Unnamed Road,secondary,26.33,,no,2,13.15056,80.241904,13.1506309,80.241672
edge-1309188112-12123477279-12123477284,1309188112,node-12123477279,node-12123477284,Unnamed Road,secondary_link,19.07,,yes,6,13.0503882,80.2801238,13.0505465,80.2801616
edge-1309199927-30051249-12123541764,1309199927,node-30051249,node-12123541764,TTK Road,secondary,9.96,,yes,2,13.0287832,80.2497725,13.0288622,80.2498159
edge-1309215138-331888109-12123666613,1309215138,node-331888109,node-12123666613,MIT Flyover Ramp,trunk_link,29.19,,yes,2,12.949312,80.1383367,12.9495199,80.1385011
edge-1309220933-276519905-9580765115,1309220933,node-276519905,node-9580765115,Chennai - Ennore Road,primary,5.66,,yes,3,13.1857674,80.3031251,13.1858028,80.3031627
edge-1309249045-254497368-254491187,1309249045,node-254497368,node-254491187,Perambur Barracks Salai,secondary,41.09,2,no,2,13.0904955,80.2586533,13.0908619,80.2587029
edge-1309267620-12067412557-310504041,1309267620,node-12067412557,node-310504041,DGS Dhinakaran Road,primary,8.24,,yes,2,13.0189591,80.2673958,13.019,80.2674592
edge-1309267621-264040311-12067412556,1309267621,node-264040311,node-12067412556,DGS Dhinakaran Road,primary,9.7,,yes,2,13.0189362,80.2675193,13.0188823,80.2674489
edge-1309267623-2188756795-310503318,1309267623,node-2188756795,node-310503318,DGS Dhinakaran Road,primary,498.73,2,yes,14,13.018854,80.2674063,13.018911,80.2629344
edge-1309299238-10183032523-2166981270,1309299238,node-10183032523,node-2166981270,Paper Mills Road,secondary,330.06,,no,13,13.1135215,80.2357006,13.1147334,80.2329796
edge-1309299240-276517798-2272401244,1309299240,node-276517798,node-2272401244,Paper Mills Road,secondary,339.36,,no,6,13.1160817,80.2316871,13.1175702,80.2289524
edge-1309309587-12124205154-256606639,1309309587,node-12124205154,node-256606639,Anna Main Road,secondary,34.97,,yes,4,13.0376905,80.1928415,13.0379867,80.1927408
edge-1309309588-256606636-12124205154,1309309588,node-256606636,node-12124205154,Anna Main Road,secondary,9.13,,yes,2,13.0376334,80.192902,13.0376905,80.1928415
edge-1309309590-256606639-12124205157,1309309590,node-256606639,node-12124205157,Munusamy Salai,secondary,36.74,,yes,3,13.0379867,80.1927408,13.0383029,80.1928108
edge-1309309591-12124205157-12124205155,1309309591,node-12124205157,node-12124205155,Anna Main Road,secondary,35.25,,yes,3,13.0383029,80.1928108,13.0379885,80.1928175
edge-1309322626-9189427499-6590472098,1309322626,node-9189427499,node-6590472098,Unnamed Road,secondary,31.53,,yes,2,13.0834953,80.2382988,13.0834755,80.2385892
edge-1309322627-252299870-12124272231,1309322627,node-252299870,node-12124272231,Kilpauk Garden Road,secondary,29.59,,yes,2,13.0833862,80.2385778,13.0834096,80.2383057
edge-1309524286-2186539359-1937584311,1309524286,node-2186539359,node-1937584311,Major Mukund Varadharajan Salai,primary,19.39,2,yes,2,12.9227722,80.1517041,12.9227858,80.1518825
edge-1309524287-257439100-11778077582,1309524287,node-257439100,node-11778077582,Major Mukund Varadharajan Salai,primary,18.83,2,yes,2,12.9226911,80.1518833,12.922686,80.1517096
edge-1309527713-9580806418-9580806417,1309527713,node-9580806418,node-9580806417,Unnamed Road,primary_link,9.92,,yes,2,13.1857118,80.303261,13.1856459,80.3033228
edge-1309527714-9580806418-13856045901,1309527714,node-9580806418,node-13856045901,Manali High Road,primary,465.9,,yes,16,13.1857118,80.303261,13.1860914,80.3073157
edge-1309527715-9580806431-276519905,1309527715,node-9580806431,node-276519905,Unnamed Road,primary_link,14.51,,yes,2,13.1856733,80.3032179,13.1857674,80.3031251
edge-1309527716-9580806431-9580806418,1309527716,node-9580806431,node-9580806418,Manali High Road,primary,6.33,,yes,2,13.1856733,80.3032179,13.1857118,80.303261
edge-1309533837-12125922805-12125922809,1309533837,node-12125922805,node-12125922809,Unnamed Road,secondary_link,17.28,,yes,5,13.0760837,80.2652591,13.0761594,80.2651218
edge-1309546399-248467508-10269961847,1309546399,node-248467508,node-10269961847,Adithanar Road,secondary,144.56,1,yes,13,13.0689777,80.2673925,13.0685231,80.2686407
edge-1309587144-12126266603-248467508,1309587144,node-12126266603,node-248467508,Adithanar Road,secondary,270.05,1,yes,14,13.0706565,80.265603,13.0689777,80.2673925
edge-1309589994-12126266611-12126266604,1309589994,node-12126266611,node-12126266604,Adithanar Road,secondary,8.2,1,yes,2,13.0706213,80.2655571,13.0706903,80.2655304
edge-1309589995-12126266604-12126266603,1309589995,node-12126266604,node-12126266603,Adithanar Road,secondary,8.72,1,yes,2,13.0706903,80.2655304,13.0706565,80.265603
edge-1309604112-7809509804-11521295236,1309604112,node-7809509804,node-11521295236,Paper Mills Road,secondary,23.35,2,yes,3,13.1465499,80.2041199,13.1463496,80.2041801
edge-1309791528-3208166756-3898399606,1309791528,node-3208166756,node-3898399606,Unnamed Road,secondary,10.85,,no,2,13.1419021,80.1946446,13.1418229,80.1947032
edge-1309829161-11953521210-303008051,1309829161,node-11953521210,node-303008051,Anna Salai (Mount Road),primary,27.5,3,yes,2,13.0357998,80.2462679,13.0355603,80.2462047
edge-1309829162-11953521211-11096437549,1309829162,node-11953521211,node-11096437549,Anna Salai (Mount Road),primary,37.41,,yes,2,13.0357748,80.246031,13.0361034,80.2461051
edge-1309998322-12128950152-12128950150,1309998322,node-12128950152,node-12128950150,Unnamed Road,secondary,261.74,,yes,7,13.1099348,80.1635264,13.1096974,80.1659244
edge-1309998323-276609002-276609003,1309998323,node-276609002,node-276609003,Unnamed Road,secondary,163.18,,yes,7,13.1094113,80.1690944,13.1093558,80.1675944
edge-1310004906-12129026661-12129026668,1310004906,node-12129026661,node-12129026668,Thiruvottriyur – Ponneri – Panchetty Road,primary,330.29,,yes,6,13.1539976,80.2858944,13.152783,80.2886781
edge-1310004907-12129026663-12129026661,1310004907,node-12129026663,node-12129026661,Thiruvottriyur – Ponneri – Panchetty Road,primary,343.07,,yes,11,13.1540083,80.2828861,13.1539976,80.2858944
edge-1310004908-12129026641-7825217431,1310004908,node-12129026641,node-7825217431,Ennore High Road,primary,15.37,,yes,2,13.1526705,80.2887006,13.1525799,80.2885934
edge-1310004909-7825217431-7825217424,1310004909,node-7825217431,node-7825217424,Ennore High Road,primary,14.9,,yes,2,13.1525799,80.2885934,13.1527095,80.2886284
edge-1310004910-12129026641-7825217424,1310004910,node-12129026641,node-7825217424,Thiruvottriyur – Ponneri – Panchetty Road,primary,8.94,,yes,2,13.1526705,80.2887006,13.1527095,80.2886284
edge-1310004911-7825217424-12129026668,1310004911,node-7825217424,node-12129026668,Ennore High Road,primary,9.79,,yes,2,13.1527095,80.2886284,13.152783,80.2886781
edge-1310004912-12129026668-12129026665,1310004912,node-12129026668,node-12129026665,Thiruvottriyur – Ponneri – Panchetty Road,primary,8.93,,yes,2,13.152783,80.2886781,13.1527501,80.2887533
edge-1310004913-12129026665-12129026641,1310004913,node-12129026665,node-12129026641,Ennore High Road,primary,10.53,,yes,2,13.1527501,80.2887533,13.1526705,80.2887006
edge-1310037651-12129327899-369643898,1310037651,node-12129327899,node-369643898,Inner Ring Road,primary,45.18,,yes,2,13.0212393,80.2062902,13.0216456,80.2062933
edge-1310037652-308313811-12129327900,1310037652,node-308313811,node-12129327900,Inner Ring Road,primary,47.39,,yes,2,13.021629,80.2064889,13.0212029,80.2064785
edge-1310290992-308209330-1702257592,1310290992,node-308209330,node-1702257592,Dr Nair Road,secondary,15.52,,yes,2,13.0450146,80.2403338,13.0448962,80.2404096
edge-1310290993-1702257690-308209330,1310290993,node-1702257690,node-308209330,Thirumalai Road,secondary,40.83,,yes,3,13.0453311,80.2401427,13.0450146,80.2403338
edge-1311147219-11454997987-5397491673,1311147219,node-11454997987,node-5397491673,Unnamed Road,primary,12.64,,yes,2,13.1377128,80.2379494,13.137601,80.2379703
edge-1311147220-277587993-11454997988,1311147220,node-277587993,node-11454997988,Unnamed Road,primary,12.41,,yes,2,13.1367307,80.2381246,13.1366224,80.2381523
edge-1311147221-2165508042-11454997986,1311147221,node-2165508042,node-11454997986,Unnamed Road,primary,158.11,,yes,6,13.1364919,80.2380901,13.1377555,80.2378216
edge-1311152545-300218831-314707095,1311152545,node-300218831,node-314707095,Arcot Road,primary,149.75,1,yes,5,13.0476901,80.2025211,13.0480347,80.2038574
edge-1311170225-11687096742-12278647255,1311170225,node-11687096742,node-12278647255,Stephenson Road,secondary,37.19,,no,3,13.1097561,80.2592845,13.109776,80.2596273
edge-1311213117-11032053266-10696409421,1311213117,node-11032053266,node-10696409421,Unnamed Road,secondary,10.72,,yes,2,13.0675135,80.2548901,13.067585,80.2549565
edge-1311213118-6598418481-13780458102,1311213118,node-6598418481,node-13780458102,Ethiraj Salai,secondary,41.87,,yes,4,13.0670623,80.255147,13.0673233,80.2548806
edge-1311213119-13780458102-13880733725,1311213119,node-13780458102,node-13880733725,Ethiraj Salai,secondary,10.28,,yes,3,13.0673233,80.2548806,13.0672744,80.2549581
edge-1311245038-13542719422-11939636905,1311245038,node-13542719422,node-11939636905,TTK Road,secondary,275.41,,yes,13,13.0431613,80.2595015,13.0455999,80.2598776
edge-1311245039-12717801277-1685049658,1311245039,node-12717801277,node-1685049658,TTK Road,secondary,267.32,2,yes,7,13.0428231,80.2595039,13.0407049,80.2583616
edge-1311723470-1363311923-310535910,1311723470,node-1363311923,node-310535910,Thiruvalluvar Road,primary,388.4,,yes,9,12.9876645,80.2560597,12.9873557,80.2596279
edge-1311723471-9819235511-8140811080,1311723471,node-9819235511,node-8140811080,Dr. Muthulakshmi Road,secondary,12.25,,yes,2,12.9876844,80.2558837,12.9875765,80.2558611
edge-1311723472-8140811080-8140811078,1311723472,node-8140811080,node-8140811078,Thiruvalluvar Salai,primary,11.29,,yes,2,12.9875765,80.2558611,12.9875915,80.255758
edge-1311723473-13875637491-10310854936,1311723473,node-13875637491,node-10310854936,Dr. Muthulakshmi Road,secondary,653.0,,yes,14,12.9908394,80.2559744,12.9967052,80.2558262
edge-1311723475-12003228032-8140811078,1311723475,node-12003228032,node-8140811078,Kalki Krishnamurty Road,secondary,23.99,,yes,3,12.987381,80.2557094,12.9875915,80.255758
edge-1311796825-1453608010-5456147874,1311796825,node-1453608010,node-5456147874,Rajiv Gandhi Salai,primary,110.4,3,yes,4,12.9785883,80.2523245,12.9795568,80.2525381
edge-1312086432-1975496454-247675888,1312086432,node-1975496454,node-247675888,Valluvar Kottam High Road,secondary,47.24,,yes,6,13.0568463,80.2426311,13.0572301,80.2427961
edge-1312086435-1975496446-11665241682,1312086435,node-1975496446,node-11665241682,Valluvar Kottam High Road,secondary,280.64,,yes,14,13.0569224,80.2428023,13.0594039,80.2424925
edge-1312364941-11047548600-7825686837,1312364941,node-11047548600,node-7825686837,Grand Northern Trunk Road,trunk,943.99,2,yes,6,13.1677411,80.2009047,13.1751683,80.196682
edge-1312364942-7825686837-9582345660,1312364942,node-7825686837,node-9582345660,Grand Northern Trunk Road,trunk,372.63,2,yes,7,13.1751683,80.196682,13.1781185,80.1950496
edge-1312364943-9582345647-344909932,1312364943,node-9582345647,node-344909932,Grand Northern Trunk Road (Old NH5),primary,54.49,,yes,6,13.1841259,80.1921993,13.1841975,80.1917236
edge-1312595084-3886177210-344731818,1312595084,node-3886177210,node-344731818,Grand Northern Trunk Road (Old NH5),primary,119.73,,yes,5,13.1933008,80.1840092,13.1941061,80.1832757
edge-1312595085-13765800353-7723151041,1312595085,node-13765800353,node-7723151041,Grand Northern Trunk Road (Old NH5),primary,334.4,,yes,8,13.1963532,80.1812525,13.1941742,80.1833606
edge-1312595087-1123352233-10024263549,1312595087,node-1123352233,node-10024263549,Grand Northern Trunk Road,trunk,300.85,2,yes,12,13.1585245,80.2037747,13.1561553,80.2050963
edge-1312595088-321181767-12157435010,1312595088,node-321181767,node-12157435010,Madhavaram Flyover,primary,378.92,,yes,3,13.1438994,80.2199174,13.1407518,80.2185769
edge-1312595089-12157435009-278751644,1312595089,node-12157435009,node-278751644,Madhavaram Flyover,primary,366.55,,yes,4,13.1408177,80.2184938,13.1438596,80.2197963
edge-1312595090-9869953179-1109183363,1312595090,node-9869953179,node-1109183363,Jawaharlal Nehru Road (100 Feet Road),primary,329.36,,yes,4,13.1339905,80.2157235,13.1312337,80.2146125
edge-1312595091-11032124263-7809345475,1312595091,node-11032124263,node-7809345475,Jawaharlal Nehru Road (100 Feet Road),primary,273.13,,yes,3,13.1285268,80.2114552,13.1273388,80.2092476
edge-1313080417-9593473426-11771199325,1313080417,node-9593473426,node-11771199325,EVR Periyar Salai,primary,361.47,,yes,9,13.0773615,80.2407127,13.0778869,80.2440035
edge-1313080418-11771199325-30037246,1313080418,node-11771199325,node-30037246,EVR Periyar Salai,primary,44.76,,yes,2,13.0778869,80.2440035,13.0779389,80.2444133
edge-1313161328-247684103-338665895,1313161328,node-247684103,node-338665895,Arcot Road,primary,118.03,,yes,5,13.0375445,80.1595795,13.0377441,80.1606494
edge-1313161329-342790469-12197288483,1313161329,node-342790469,node-12197288483,Arcot Road,primary,288.36,,yes,12,13.0374719,80.1595973,13.0363392,80.1572197
edge-1313198079-12155078076-1168642589,1313198079,node-12155078076,node-1168642589,Vadapalani Flyover,primary,12.42,,yes,2,13.0476326,80.2122641,13.0475223,80.2122822
edge-1313198080-1168642592-12155078077,1313198080,node-1168642592,node-12155078077,Vadapalani Flyover,primary,12.14,,yes,2,13.0475073,80.2121042,13.0476164,80.2121077
edge-1313198081-12155078078-6212976330,1313198081,node-12155078078,node-6212976330,Vadapalani Flyover,primary,16.57,,yes,2,13.0523682,80.2119276,13.0525097,80.2118795
edge-1313198082-6212976333-12155078079,1313198082,node-6212976333,node-12155078079,Vadapalani Flyover,primary,14.27,,yes,2,13.0525483,80.2120573,13.0524205,80.2120697
edge-1313203553-247681986-12155112527,1313203553,node-247681986,node-12155112527,Kodambakkam Railway Flyover,primary,5.69,,no,2,13.0540537,80.2282332,13.0540563,80.2282857
